,codigo,titulo,fecha_inicio,fecha_fin,investigadores,institucion,programa,fuente
189,REDES190064,Study and development of nanostructured ceramic thin films based on abundant materials for sensing applications,01/10/2019,01/10/2021,R. Espinoza / F. Gracia,Departamento de Ingeniería Química y Biotecnología,Cooperación Internacional: Multilateral y vinculación,Apoyo a la Formación de Redes Internacionales_Centros
190,EQM190057,Multi-functional tribometer,01/09/2019,01/03/2021,"A. Rosenkranz / F. Gracia, A. Akbarifakhrabadi, M. Cordero, V. Meruane, C. Ihle, M. Flores, H. Palza, R. Espinoza","Departamento de Ingeniería Química, Biotecnología y Materiales",FONDEQUIP,Concurso de Equipamiento Científico
191,3180122,A Novel Approach Towards Light Trapping in Thin Film Solar Cell,01/03/2018,01/03/2021,R. Espinoza,Departamento de Ciencia de los Materiales,FONDECYT,Postdoctorado
192,3170215,Dielectric and Plasmonic Scatterers for Light Trapping in Thin Film Solar Cell,01/04/2017,01/04/2017,R. Espinoza,Departamento de Ciencia de los Materiales,FONDECYT,Postdoctorado
193,EQM170016,Caracterización de materiales mediante el método de respuesta al impulso a altas temperaturas,01/08/2017,01/08/2017,"V. Meruane / E. López, H. Palza, R. Espinoza, R. Bustamante, A. Akbarifakhrabadi, R. Palma",Departamento de Ingeniería Mecánica,FONDEQUIP,Concurso de Equipamiento Científico
194,3160822,Plasmonic studies for light trapping in carbon based photovoltaics,01/06/2015,01/06/2015,R. Espinoza,Departamento de Ciencia de los Materiales,FONDECYT,Postdoctorado
195,3160306,Oxidación parcial de metano empleando nanocatalizadores basados en perovsquitas de SrTiO3 modificadas con carburos de Ni y Mo para la obtención de gas de síntesis,01/06/2015,01/06/2015,R. Espinoza,Departamento de Ingeniería de los Materiales,FONDECYT,Postdoctorado
196,1160823,Ultrasound as a probe of plasticity in copper and copper alloys,01/04/2016,01/04/2019,"F. Lund / N. Mujica, R. Espinoza",Departamento de Física,FONDECYT,Regular
197,1150475,"Nanostructured II-VI semiconductor materials and arrays: Synthesis, characterization and field emission studies",01/03/2015,01/03/2018,R. Espinoza,Departamento de Ciencia de los Materiales,FONDECYT,Regular
198,1150142,Solvothermal processing of oxidized titanium substrates,01/03/2015,01/03/2015,V. Fuenzalida / R. Espinoza,Departamento de Física,FONDECYT,Regular
